t_Android;t_unix;steps;a
127014780866109;1764844958734;24292.0;3
127015278025796;1764844959222;24292.0;3
127015775158557;1764844959725;24292.0;3
127016272304598;1764844960233;24292.0;3
127016769468609;1764844960719;24311.0;3
127017267253869;1764844961221;24311.0;3
127018260888400;1764844962226;24311.0;3
127018758031109;1764844962722;24311.0;3
127019255178140;1764844963209;24311.0;3
127019752323869;1764844963717;24311.0;3
127020249449025;1764844964203;24311.0;3
127020747253453;1764844964689;24311.0;3
127021243739911;1764844965188;24311.0;3
127021740885408;1764844965692;24311.0;3
127022238284471;1764844966184;24311.0;3
127022735180513;1764844966684;24311.0;3
127023729472388;1764844967680;24311.0;3
127024227265565;1764844968182;24311.0;3
127024723758950;1764844968667;24311.0;3
127025220873325;1764844969173;24311.0;3
127025718036398;1764844969672;24311.0;3
127026215168221;1764844970163;24311.0;3
127026712327492;1764844970658;24311.0;3
127027209470721;1764844971157;24328.0;3
127028203755773;1764844972149;24328.0;3
127028700902492;1764844972646;24328.0;3
127029198043169;1764844973141;24328.0;3
127029695171554;1764844973639;24328.0;3
127030192325044;1764844974158;24328.0;3
127031187359315;1764844975131;24328.0;3
127031683760304;1764844975630;24328.0;3
127032180902752;1764844976138;24328.0;3
127032678048429;1764844976633;24328.0;3
127033175193273;1764844977126;24328.0;3
127034169493325;1764844978117;24328.0;3
127034667332544;1764844978623;24328.0;3
127035163786554;1764844979106;24328.0;3
127035660936138;1764844979603;24328.0;3
127036158088481;1764844980101;24328.0;3
127036655242388;1764844980603;24328.0;3
127037152390981;1764844981097;24344.0;3
127037649531346;1764844981601;24344.0;3
127038643836867;1764844982586;24344.0;3
127039141202388;1764844983089;24344.0;3
127039638143273;1764844983585;24344.0;3
127040632437388;1764844984591;24344.0;3
127041129604992;1764844985096;24344.0;3
127041627215773;1764844985570;24344.0;3
127042123904419;1764844986070;24344.0;3
127042621046763;1764844986564;24344.0;3
127043615357961;1764844987571;24344.0;3
127044112496919;1764844988058;24344.0;3
127044609661502;1764844988558;24344.0;3
127045107392804;1764844989064;24344.0;3
127045603961815;1764844989553;24344.0;3
127046598259627;1764844990548;24344.0;3
127047095404783;1764844991049;24362.0;3
127047592542492;1764844991538;24362.0;3
127048089703013;1764844992034;24362.0;3
127048587104106;1764844992533;24362.0;3
127049083991033;1764844993027;24362.0;3
127050078287127;1764844994033;24362.0;3
127050575431658;1764844994522;24362.0;3
127051072577961;1764844995033;24362.0;3
127051569719783;1764844995513;24362.0;3
127052066981971;1764844996020;24362.0;3
127052563997179;1764844996511;24362.0;3
127053061144888;1764844997011;24362.0;3
127054055452179;1764844998002;24362.0;3
127054552583013;1764844998495;24362.0;3
127055049735565;1764844998993;24362.0;3
127055547011086;1764844999494;24362.0;3
127056044025304;1764845000001;24362.0;3
127056541169679;1764845000504;24362.0;3
127057038304575;1764845000984;24379.0;3
127058032595096;1764845001975;24379.0;3
127058529729158;1764845002478;24379.0;3
127059027102283;1764845002982;24379.0;3
127059524010617;1764845003481;24379.0;3
127060021161450;1764845003973;24379.0;3
127060518305461;1764845004464;24379.0;3
127061512592544;1764845005462;24379.0;3
127062009718429;1764845005967;24379.0;3
127062507075981;1764845006451;24379.0;3
127063004008117;1764845006947;24379.0;3
127063501155981;1764845007444;24379.0;3
127063998289940;1764845007963;24379.0;3
127064992573377;1764845008938;24379.0;3
127065489723013;1764845009439;24379.0;3
127065986962388;1764845009932;24379.0;3
127066484013898;1764845010437;24379.0;3
127070958301554;1764845014902;24392.0;3
127071455431450;1764845015407;24392.0;3
127071952570669;1764845015902;24392.0;3
127072449728586;1764845016400;24392.0;3
127072946981971;1764845016899;24392.0;3
127073444009836;1764845017400;24392.0;3
127074438292023;1764845018386;24392.0;3
127074935443533;1764845018891;24392.0;3
127075432568533;1764845019388;24392.0;3
127075929727388;1764845019880;24392.0;3
127076427046919;1764845020376;24392.0;3
127077421164940;1764845021370;24408.0;3
127077918288481;1764845021868;24408.0;3
127078415433273;1764845022360;24408.0;3
127078912581711;1764845022864;24408.0;3
127079409724106;1764845023373;24408.0;3
127079907021346;1764845023851;24408.0;3
127080403996242;1764845024349;24408.0;3
127081398292364;1764845025356;24408.0;3
127081895425750;1764845025841;24408.0;3
127082392598979;1764845026339;24408.0;3
127082889740594;1764845026846;24408.0;3
127083387029448;1764845027330;24408.0;3
127083884032312;1764845027826;24408.0;3
127084878330594;1764845028834;24408.0;3
127085872625489;1764845029824;24408.0;3
127086369763094;1764845030312;24408.0;3
127087364058927;1764845031315;24422.0;3
127087861214187;1764845031804;24422.0;3
127088358366739;1764845032307;24422.0;3
127089352659187;1764845033305;24422.0;3
127089849790177;1764845033813;24422.0;3
127090347022208;1764845034296;24422.0;3
127091341237364;1764845035294;24422.0;3
127091838385542;1764845035787;24422.0;3
127092336052989;1764845036291;24422.0;3
127092832692052;1764845036786;24422.0;3
127093827059031;1764845037774;24422.0;3
127094324120177;1764845038270;24422.0;3
127095318416948;1764845039276;24422.0;3
127095816085021;1764845039772;24422.0;3
127096809842625;1764845040752;24438.0;3
127097804152573;1764845041761;24438.0;3
127098301291635;1764845042246;24438.0;3
127098798434604;1764845042743;24438.0;3
127099792728094;1764845043738;24438.0;3
127100289871010;1764845044243;24438.0;3
127101284168667;1764845045240;24438.0;3
127101781312208;1764845045726;24438.0;3
127102776176062;1764845046718;24438.0;3
127103272757052;1764845047222;24438.0;3
127103769907521;1764845047724;24438.0;3
127104764195750;1764845048719;24438.0;3
127106256300698;1764845050203;24438.0;3
127106752813458;1764845050699;24438.0;3
127107747174292;1764845051704;24451.0;3
127108244264760;1764845052187;24451.0;3
127108741415698;1764845052688;24451.0;3
127110232851062;1764845054188;24451.0;3
127110730010906;1764845054678;24451.0;3
127112221446531;1764845056164;24451.0;3
127112718584864;1764845056682;24451.0;3
127113712886375;1764845057666;24451.0;3
127114210028198;1764845058153;24451.0;3
127114707251844;1764845058658;24451.0;3
127115701473042;1764845059644;24451.0;3
127116198623614;1764845060142;24451.0;3
127116696355333;1764845060642;24451.0;3
127117192918406;1764845061150;24467.0;3
127118187210906;1764845062148;24467.0;3
127118684348406;1764845062628;24467.0;3
127119181497469;1764845063125;24467.0;3
127120176422260;1764845064119;24467.0;3
127120672919500;1764845064622;24467.0;3
127121170074917;1764845065115;24467.0;3
127121667224083;1764845065617;24467.0;3
127122661511948;1764845066610;24467.0;3
127123158656948;1764845067102;24467.0;3
127123656387052;1764845067613;24467.0;3
127124152947989;1764845068101;24467.0;3
127124650091687;1764845068599;24467.0;3
127125644382104;1764845069588;24467.0;3
127126141529135;1764845070101;24467.0;3
127126638671687;1764845070591;24467.0;3
127127632969031;1764845071586;24481.0;3
127128130114448;1764845072085;24481.0;3
127128627260385;1764845072586;24481.0;3
127129124401427;1764845073072;24481.0;3
127129621552052;1764845073567;24481.0;3
127130616413927;1764845074572;24481.0;3
127131112999239;1764845075072;24481.0;3
127131610134969;1764845075577;24481.0;3
127132604424344;1764845076557;24481.0;3
127133101576375;1764845077059;24481.0;3
127133598720333;1764845077556;24481.0;3
127134593015802;1764845078536;24481.0;3
127135816749604;1764845082542;24481.0;3
127138826330437;1764845082828;24490.0;3
127138861521219;1764845082828;24490.0;3
127139587324812;1764845083532;24490.0;3
127140084620750;1764845084027;24490.0;3
127140581619396;1764845084524;24490.0;3
127141078751375;1764845085021;24490.0;3
127146366600414;1764845294630;24699.0;3
127202594025235;1764845294630;24699.0;3
127282525076455;1764845294630;24699.0;3
127350757525079;1764845294700;24699.0;3
127351714578100;1764845295665;24699.0;3
127351724343152;1764845295668;24699.0;3
