t_Android;t_unix;x;y;z;0;a
126928795309725;1764844872750;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928805229205;1764844872750;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928815173736;1764844872758;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928825111757;1764844872773;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928835061913;1764844872778;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928845005090;1764844872799;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928854935142;1764844872799;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928864892017;1764844872807;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928874839517;1764844872824;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928884777642;1764844872827;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928894723892;1764844872848;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928904651340;1764844872848;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928914612538;1764844872858;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928924560923;1764844872874;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928934541184;1764844872877;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928944424257;1764844872899;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928954385507;1764844872899;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928964310455;1764844872905;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928974271080;1764844872923;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928984204934;1764844872927;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126928994147746;1764844872949;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929004083528;1764844872949;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929014026132;1764844872955;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929023962017;1764844872975;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929033909153;1764844872975;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929043838319;1764844873000;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929053803840;1764844873000;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929063730194;1764844873006;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929073657694;1764844873024;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929083606600;1764844873024;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929093580090;1764844873050;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929103492850;1764844873050;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929113449048;1764844873054;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929123396653;1764844873076;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929133398267;1764844873076;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929143259986;1764844873101;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929153226548;1764844873101;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929163165350;1764844873104;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929173127069;1764844873127;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929183030975;1764844873127;-0.2519894;0.17737842;-0.09767914;0.94630706;3
