t_Android;t_unix;x;y;z;a
123784334310927;1764841728288;-0.33772278;-6.8303046;-8.27413;3
123784339281240;1764841728288;-0.33772278;-6.8303046;-8.27413;3
123784344251552;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784349221865;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784354192177;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784359162490;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784364132802;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784369103115;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784374073427;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784379043740;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784384014052;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784388984365;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784393954677;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784398924990;1764841728344;-0.33772278;-6.8303046;-8.27413;3
123784403895302;1764841728359;-0.33772278;-6.8303046;-8.27413;3
123784408865615;1764841728359;-0.33772278;-6.8303046;-8.27413;3
123784413836136;1764841728359;-0.33772278;-6.8303046;-8.27413;3
123784418806709;1764841728364;-0.33772278;-6.8303046;-8.27413;3
123784423777281;1764841728374;-0.33772278;-6.8303046;-8.27413;3
123784428747854;1764841728374;-0.33772278;-6.8303046;-8.27413;3
123784433718427;1764841728380;-0.33772278;-6.8303046;-8.27413;3
123784438689000;1764841728383;-0.33772278;-6.8303046;-8.27413;3
123784443659573;1764841728388;-0.33772278;-6.8303046;-8.27413;3
123784448630146;1764841728395;-0.33772278;-6.8303046;-8.27413;3
123784453600719;1764841728398;-0.33772278;-6.8303046;-8.27413;3
123784458571292;1764841728403;-0.33772278;-6.8303046;-8.27413;3
123784463541865;1764841728407;-0.33772278;-6.8303046;-8.27413;3
123784468512438;1764841728413;-0.33772278;-6.8303046;-8.27413;3
123784473483011;1764841728425;-0.33772278;-6.8303046;-8.27413;3
123784478453584;1764841728425;-0.33772278;-6.8303046;-8.27413;3
123784483424156;1764841728428;-0.33772278;-6.8303046;-8.27413;3
123784488394729;1764841728433;-0.33772278;-6.8303046;-8.27413;3
123784493365302;1764841728443;-0.33772278;-6.8303046;-8.27413;3
123784498335875;1764841728443;-0.33772278;-6.8303046;-8.27413;3
123784503306448;1764841728447;-0.33772278;-6.8303046;-8.27413;3
123784508277021;1764841728453;-0.33772278;-6.8303046;-8.27413;3
123784513247490;1764841728457;-0.33772278;-6.8303046;-8.27413;3
123784518217802;1764841728463;-0.33772278;-6.8303046;-8.27413;3
123784523188115;1764841728469;-0.33772278;-6.8303046;-8.27413;3
123784528158427;1764841728473;-0.33772278;-6.8303046;-8.27413;3
123784533128740;1764841728477;-0.33772278;-6.8303046;-8.27413;3
123784538099052;1764841728483;-0.33772278;-6.8303046;-8.27413;3
123784543069365;1764841728487;-0.33772278;-6.8303046;-8.27413;3
123784548039677;1764841728493;-0.33772278;-6.8303046;-8.27413;3
123784553009990;1764841728497;-0.33772278;-6.8303046;-8.27413;3
123784557980302;1764841728503;-0.33772278;-6.8303046;-8.27413;3
123784562950615;1764841728507;-0.33772278;-6.8303046;-8.27413;3
123784567920927;1764841728513;-0.33772278;-6.8303046;-8.27413;3
123784572891240;1764841728517;-0.33772278;-6.8303046;-8.27413;3
123784577861552;1764841728523;-0.33772278;-6.8303046;-8.27413;3
123784582831865;1764841728527;-0.33772278;-6.8303046;-8.27413;3
123784587802177;1764841728533;-0.33772278;-6.8303046;-8.27413;3
123784592772490;1764841728537;-0.33772278;-6.8303046;-8.27413;3
123784597742802;1764841728543;-0.33772278;-6.8303046;-8.27413;3
123784602713115;1764841728546;-0.33772278;-6.8303046;-8.27413;3
123784607683688;1764841728552;-0.33772278;-6.8303046;-8.27413;3
123784612654261;1764841728556;-0.33772278;-6.8303046;-8.27413;3
123784617624834;1764841728562;-0.33772278;-6.8303046;-8.27413;3
123784622595406;1764841728568;-0.33772278;-6.8303046;-8.27413;3
123784627565979;1764841728572;-0.33772278;-6.8303046;-8.27413;3
123784632536552;1764841728576;-0.33772278;-6.8303046;-8.27413;3
123784637507125;1764841728582;-0.33772278;-6.8303046;-8.27413;3
123784642477698;1764841728586;-0.33772278;-6.8303046;-8.27413;3
123784647448271;1764841728592;-0.33772278;-6.8303046;-8.27413;3
123784652418844;1764841728596;-0.33772278;-6.8303046;-8.27413;3
123784657389417;1764841728602;-0.33772278;-6.8303046;-8.27413;3
