t_Android;t_unix;x;y;z;a
123784289936656;1764841728287;-1.5370775;1.5807717;8.925584;3
123784291928740;1764841728287;-1.5370775;1.5807717;8.925584;3
123784293920823;1764841728287;-1.5370775;1.5807717;8.925584;3
123784295912906;1764841728287;-1.5370775;1.5807717;8.925584;3
123784297910198;1764841728287;-1.5370775;1.5807717;8.925584;3
123784299912073;1764841728287;-1.5370775;1.5807717;8.925584;3
123784301917802;1764841728287;-1.5370775;1.5807717;8.925584;3
123784303926552;1764841728287;-1.5370775;1.5807717;8.925584;3
123784305937386;1764841728287;-1.5370775;1.5807717;8.925584;3
123784307949365;1764841728287;-1.5370775;1.5807717;8.925584;3
123784309961448;1764841728287;-1.5370775;1.5807717;8.925584;3
123784311953219;1764841728287;-1.5370775;1.5807717;8.925584;3
123784313941448;1764841728287;-1.5370775;1.5807717;8.925584;3
123784315929677;1764841728287;-1.5370775;1.5807717;8.925584;3
123784317917802;1764841728287;-1.5370775;1.5807717;8.925584;3
123784319905927;1764841728287;-1.5370775;1.5807717;8.925584;3
123784321894052;1764841728287;-1.5370775;1.5807717;8.925584;3
123784323882177;1764841728287;-1.5370775;1.5807717;8.925584;3
123784325870302;1764841728287;-1.5370775;1.5807717;8.925584;3
123784327858427;1764841728287;-1.5370775;1.5807717;8.925584;3
123784329846552;1764841728287;-1.5370775;1.5807717;8.925584;3
123784331834677;1764841728287;-1.5370775;1.5807717;8.925584;3
123784333822802;1764841728287;-1.5370775;1.5807717;8.925584;3
123784335810927;1764841728287;-1.5370775;1.5807717;8.925584;3
123784337799052;1764841728287;-1.5370775;1.5807717;8.925584;3
123784339787177;1764841728287;-1.5370775;1.5807717;8.925584;3
123784341775302;1764841728287;-1.5370775;1.5807717;8.925584;3
123784343763427;1764841728344;-1.5370775;1.5807717;8.925584;3
123784345751552;1764841728344;-1.5370775;1.5807717;8.925584;3
123784347739677;1764841728344;-1.5370775;1.5807717;8.925584;3
123784349727802;1764841728344;-1.5370775;1.5807717;8.925584;3
123784351715927;1764841728344;-1.5370775;1.5807717;8.925584;3
123784353704052;1764841728344;-1.5370775;1.5807717;8.925584;3
123784355692177;1764841728344;-1.5370775;1.5807717;8.925584;3
123784357680302;1764841728344;-1.5370775;1.5807717;8.925584;3
123784359668427;1764841728344;-1.5370775;1.5807717;8.925584;3
123784361656552;1764841728344;-1.5370775;1.5807717;8.925584;3
123784363644677;1764841728344;-1.5370775;1.5807717;8.925584;3
123784365632802;1764841728344;-1.5370775;1.5807717;8.925584;3
123784367620927;1764841728344;-1.5370775;1.5807717;8.925584;3
123784369609052;1764841728344;-1.5370775;1.5807717;8.925584;3
