t_Android;t_unix;x;y;z;a
122027123768476;1764839971078;0.058315184;0.124318056;9.805689;3
122027128738788;1764839971078;0.058315184;0.124318056;9.805689;3
122027133709101;1764839971137;0.058315184;0.124318056;9.805689;3
122027138679413;1764839971137;0.058315184;0.124318056;9.805689;3
122027143649726;1764839971137;0.058315184;0.124318056;9.805689;3
122027148620038;1764839971137;0.058315184;0.124318056;9.805689;3
122027153590351;1764839971137;0.058315184;0.124318056;9.805689;3
122027158560663;1764839971137;0.058315184;0.124318056;9.805689;3
122027163530976;1764839971137;0.058315184;0.124318056;9.805689;3
122027168501288;1764839971137;0.058315184;0.124318056;9.805689;3
122027173471601;1764839971137;0.058315184;0.124318056;9.805689;3
122027178441913;1764839971137;0.058315184;0.124318056;9.805689;3
122027183412226;1764839971137;0.058315184;0.124318056;9.805689;3
122027188382538;1764839971137;0.058315184;0.124318056;9.805689;3
122027193353007;1764839971163;0.058315184;0.124318056;9.805689;3
122027198323580;1764839971163;0.058315184;0.124318056;9.805689;3
122027203294153;1764839971163;0.058315184;0.124318056;9.805689;3
122027208264726;1764839971163;0.058315184;0.124318056;9.805689;3
122027213235299;1764839971163;0.058315184;0.124318056;9.805689;3
122027218205872;1764839971164;0.058315184;0.124318056;9.805689;3
122027223176445;1764839971169;0.058315184;0.124318056;9.805689;3
122027228147018;1764839971176;0.058315184;0.124318056;9.805689;3
122027233117591;1764839971178;0.058315184;0.124318056;9.805689;3
122027238088163;1764839971184;0.058315184;0.124318056;9.805689;3
122027243058736;1764839971188;0.058315184;0.124318056;9.805689;3
122027248029309;1764839971194;0.058315184;0.124318056;9.805689;3
122027252999882;1764839971198;0.058315184;0.124318056;9.805689;3
122027257970455;1764839971204;0.058315184;0.124318056;9.805689;3
122027262941028;1764839971208;0.058315184;0.124318056;9.805689;3
122027267911601;1764839971214;0.058315184;0.124318056;9.805689;3
122027272882174;1764839971218;0.058315184;0.124318056;9.805689;3
122027277852747;1764839971224;0.058315184;0.124318056;9.805689;3
122027282823320;1764839971230;0.058315184;0.124318056;9.805689;3
122027287793684;1764839971234;0.058315184;0.124318056;9.805689;3
122027292763997;1764839971238;0.058315184;0.124318056;9.805689;3
122027297734309;1764839971244;0.058315184;0.124318056;9.805689;3
122027302704622;1764839971248;0.058315184;0.124318056;9.805689;3
122027307674934;1764839971255;0.058315184;0.124318056;9.805689;3
122027312645247;1764839971258;0.058315184;0.124318056;9.805689;3
122027317615559;1764839971263;0.058315184;0.124318056;9.805689;3
122027322585872;1764839971268;0.058315184;0.124318056;9.805689;3
122027327556184;1764839971273;0.058315184;0.124318056;9.805689;3
122027332526497;1764839971278;0.058315184;0.124318056;9.805689;3
122027337496809;1764839971283;0.058315184;0.124318056;9.805689;3
122027342467122;1764839971288;0.058315184;0.124318056;9.805689;3
122027347437434;1764839971295;0.058315184;0.124318056;9.805689;3
122027352407747;1764839971298;0.058315184;0.124318056;9.805689;3
122027357378059;1764839971303;0.058315184;0.124318056;9.805689;3
122027362348372;1764839971308;0.058315184;0.124318056;9.805689;3
122027367318684;1764839971313;0.058315184;0.124318056;9.805689;3
122027372288997;1764839971317;0.058315184;0.124318056;9.805689;3
122027377259309;1764839971323;0.058315184;0.124318056;9.805689;3
122027382229622;1764839971328;0.058315184;0.124318056;9.805689;3
122027387200038;1764839971333;0.058315184;0.124318056;9.805689;3
122027392170611;1764839971337;0.058315184;0.124318056;9.805689;3
122027397141184;1764839971343;0.058315184;0.124318056;9.805689;3
122027402111757;1764839971348;0.058315184;0.124318056;9.805689;3
122027407082330;1764839971354;0.058315184;0.124318056;9.805689;3
122027412052903;1764839971357;0.058315184;0.124318056;9.805689;3
122027417023476;1764839971363;0.058315184;0.124318056;9.805689;3
122027421994049;1764839971367;0.058315184;0.124318056;9.805689;3
122027426964622;1764839971373;0.058315184;0.124318056;9.805689;3
122027431935195;1764839971378;0.058315184;0.124318056;9.805689;3
122027436905768;1764839971383;0.058315184;0.124318056;9.805689;3
122027441876341;1764839971387;0.058315184;0.124318056;9.805689;3
122027446846913;1764839971392;0.058315184;0.124318056;9.805689;3
122027451817486;1764839971397;0.058315184;0.124318056;9.805689;3
122027456788059;1764839971403;0.058315184;0.124318056;9.805689;3
122027461758632;1764839971407;0.058315184;0.124318056;9.805689;3
122027466729205;1764839971413;0.058315184;0.124318056;9.805689;3
122027471699778;1764839971417;0.058315184;0.124318056;9.805689;3
122027476670351;1764839971423;0.058315184;0.124318056;9.805689;3
